par_id,art_id,keyword,country_code,text,label,class
4559,@@23544736,migrant,ng,school affected fisher migrant primary school nomadic school completely shut,0,0
4561,@@1849342,migrant,tz,shall deal strictly illegal immigrant together employer ask work permit necessary document kiondo warned,0,0
4562,@@21460059,disabled,gh,applies critical situation may render personnel disabled form implication board chairman scheme professor kofi osei akuoko quoted statement,0,0
4563,@@23395219,refugee,ng,charity founded deal chaos chancellor angela merkel refugee policy meet demand already stated facebook,0,0
4565,@@9718273,immigrant,au,albert swiss immigrant jacques albert set year ago j albert amp son originally clock watch violinrepair shop inner sydney passed five generation chief executive david albert said company adapt amid onslaught digital disruption,0,0
4567,@@10265839,refugee,za,brussels top european union official donald tusk denounced russian air strike syria helping murderous government president bashar alassad triggering fresh wave refugee fleeing toward europe,0,0
4568,@@264643,in-need,in,last least long pending amendment plantation labour act enacted protect interest plantation worker changed scenario last decade act badly need careful amendment,0,0
4570,@@26154604,vulnerable,ng,according two council area vulnerable insurgent recently pushed lake chad island military,0,0
4571,@@13662306,disabled,za,thabo mosiane anc tlokwe election coordinator confirmed ancbranded car ward said anc candidate nt inside vehicle said volunteer used car drop disabled person,0,0
4572,@@24462043,homeless,ie,important note council still consider individual homeless case planning ultimate accommodation delivered hap housing assistance payment said,0,0
4573,@@1955892,poor-families,tz,industrial effluent often flow dumpsite barefoot scavenger wearing sandal risk treading corrosive matter garbage coming home friendlier scavenger shunt leftover food may also contain repulsive matter animal dung even human faeces remiss mention scavenging child come poor family,1,0
4574,@@2097433,homeless,lk,incessant rain also caused earth embankment collapse thalangkandawatte area lindula destroying four home happening rendered people homeless provided temporary shelter dispensary thalangkandawatte area,0,0
4576,@@8408036,immigrant,in,othering muslim happened colonial period first recorded event religious riot involved sale cow sacrifice led violence upcountry hindu immigrant chittagonian muslim assam oil company town digboi incident important became indicative slow transformation assam outside,0,0
4577,@@24610956,disabled,ng,miller since straining left hamstring chicago cub april activated day disabled list friday indian went absence bullpen posting era across inning span,0,0
4578,@@4600041,disabled,jm,new system said jutc allow quicker efficient transaction card upon purchase would among thing programmed collect fare based age determine whether passenger disabled h advertisement,0,0
4581,@@10224396,vulnerable,bd,unicef inviting technology startup developing solution potential improve life world vulnerable child apply funding recently launched innovation fund read,0,0
4583,@@70013432,in-need,ph,manila department health doh encouraging family consider organ donation deceased relative including declared legally medically braindead help others need transplantation,0,0
4584,@@25505333,refugee,lk,sri lankan refugee staying india left home country since tamil nadu government said,0,0
4585,@@70049053,disabled,nz,really high want die broseph sesame street always place shattered shitty stereotype street safe even kid remember linda librarian learned sign good morning rosita la monstrua de la cuevas taught say hello spanish tarah first child wheelchair many child ever saw many disabled character tv time mainstreaming school nt even happening high health need additional need child,0,0
4586,@@18466445,refugee,lk,solution canada said adding country one handful jurisdiction permit review refugee application people nt screened united nation,0,0
4587,@@4632354,vulnerable,bd,bank hold deposit mostly guaranteed state bank conventionally authorised central bank offer credit privilege course governed lot rule restriction bank traditionally enjoyed bank sometimes white elephant found many stateowned bank employee run risk fired nonperforming loan npls bank vulnerable run unbridled bank spark global financial crisis bank userfriendly used,0,0
4588,@@4940605,homeless,lk,million left homeless destitute tragedy,0,0
4589,@@25225609,in-need,sg,around million people need aid yemen million brink starvation according un,0,0
4590,@@10110313,homeless,lk,gaza reuters qatarifunded construction project provided new dwelling palestinian left homeless gaza war israel similar number lowincome family territory official said saturday,0,0
4591,@@20633931,women,hk,far citadelle found market two specific type buyer woman milliliter bottle cooking home momandpop caf purchase liter plastic jar serve customer latter group buy tmall global way smallbusiness owner u might shop costco also millilter bottle shape maple leaf typically given gift,0,0
